"FilingID","ReferenceID","Filing/Relying Adviser"
2002686,449848,"CRESSET ASSET MANAGEMENT, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  449848
1997333,240727,"OAKWOOD REAL ESTATE PARTNERS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              240727
1997333,309417,"OAKWOOD REAL ESTATE PARTNERS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              309417
1997333,240819,"OAKWOOD REAL ESTATE PARTNERS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              240819
1997333,288983,"OAKWOOD REAL ESTATE PARTNERS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              288983
1997333,234595,"OAKWOOD REAL ESTATE PARTNERS, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              234595
1997923,486376,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     486376
1997923,486394,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     486394
1997923,27283,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27283
1997923,27387,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27387
1997923,27397,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27397
1997923,208600,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     208600
1997923,280075,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     280075
1997923,280077,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     280077
1997923,371438,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     371438
1997923,371413,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     371413
1997923,317551,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     317551
1997923,309765,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     309765
1997923,309766,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     309766
1997923,283377,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     283377
1997923,27349,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27349
1997923,26685,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       26685
1997923,26686,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       26686
1997923,26682,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       26682
1997923,27072,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27072
1997923,15739,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       15739
1997923,27642,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27642
1997923,15737,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       15737
1997923,27241,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27241
1997923,230541,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     230541
1997923,214396,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     214396
1997923,205350,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     205350
1997923,27182,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27182
1997923,27210,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27210
1997923,27223,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27223
1997923,27305,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27305
1997923,27313,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27313
1997923,27322,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27322
1997923,196682,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     196682
1997923,120372,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     120372
1997923,314401,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     314401
1997923,27412,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       27412
1997923,433755,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     433755
1997923,433768,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     433768
1997923,436356,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     436356
1997923,436320,"BRIDGEWATER ASSOCIATES, LP"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     436320
2004571,475678,"REVERENCE CAPITAL PARTNERS REAL ESTATE, LLC"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    475678           11786
2004571,475670,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               475670
2004571,475672,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               475672
2004571,475677,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               475677
2004571,475676,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               475676
2004571,305708,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               305708
2004571,305711,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               305711
2004571,305707,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               305707
2004571,235668,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               235668
2004571,359537,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               359537
2004571,305713,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               305713
2004571,379105,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               379105
2004571,203452,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               203452
2004571,235665,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               235665
2004571,359534,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               359534
2004571,203458,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               203458
2004571,308447,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               308447
2004571,379117,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               379117
2004571,308452,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               308452
2004571,185768,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               185768
2004571,219125,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               219125
2004571,305718,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               305718
2004571,235660,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               235660
2004571,187966,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               187966
2004571,359539,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               359539
2004571,73076,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 73076
2004571,73074,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 73074
2004571,235667,"REVERENCE CAPITAL PARTNERS, L.P."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               235667
